index,X0,X1,X2,X3,X4,X5,Y
37,-2.3,0.565,4.78,5.35,2.76,0.35,8.25
116,-2.2,0.546,4.78,4.13,3.07,0.225,1.24
175,-5.0,0.565,5.1,3.94,3.51,0.3,3.85
241,-5.0,0.6,4.78,4.24,3.15,0.2,0.63
237,0.0,0.6,4.78,4.24,3.15,0.45,51.5
167,0.0,0.565,5.1,3.94,3.51,0.45,51.99
173,-5.0,0.565,5.1,3.94,3.51,0.25,1.76
291,-2.3,0.6,5.1,4.17,3.51,0.4,20.14
218,-2.3,0.53,4.34,2.81,3.15,0.325,3.87
145,-5.0,0.565,4.77,3.99,3.15,0.25,1.83
261,0.0,0.53,4.78,3.75,3.15,0.35,9.45
255,0.0,0.53,4.78,3.75,3.15,0.2,0.92
76,-2.4,0.568,4.34,2.98,3.15,0.275,2.46
156,0.0,0.565,5.1,3.94,3.51,0.175,0.5
184,-2.3,0.53,5.11,3.69,3.51,0.175,0.46
146,-5.0,0.565,4.77,3.99,3.15,0.275,2.77
166,0.0,0.565,5.1,3.94,3.51,0.425,35.46
289,-2.3,0.6,5.1,4.17,3.51,0.35,8.68
44,-2.3,0.564,5.1,3.95,3.53,0.175,0.65
182,-2.3,0.53,5.11,3.69,3.51,0.125,0.08
1,-2.3,0.568,4.78,3.99,3.17,0.15,0.27
205,-2.3,0.53,4.76,3.68,3.16,0.35,7.51
111,-2.4,0.585,4.78,3.84,3.32,0.45,44.38
288,-2.3,0.6,5.1,4.17,3.51,0.325,6.31
171,-5.0,0.565,5.1,3.94,3.51,0.2,0.77
120,-2.2,0.546,4.78,4.13,3.07,0.325,4.83
54,-2.3,0.564,5.1,3.95,3.53,0.425,33.97
269,-5.0,0.53,4.78,3.75,3.15,0.2,0.78
18,-2.3,0.569,4.78,3.04,3.64,0.225,1.06
209,-2.3,0.53,4.76,3.68,3.16,0.45,56.46
79,-2.4,0.568,4.34,2.98,3.15,0.35,6.86
159,0.0,0.565,5.1,3.94,3.51,0.25,1.9
56,-2.4,0.574,4.36,3.96,2.76,0.125,0.2
71,-2.4,0.568,4.34,2.98,3.15,0.15,0.26
153,-5.0,0.565,4.77,3.99,3.15,0.45,51.77
258,0.0,0.53,4.78,3.75,3.15,0.275,2.62
221,-2.3,0.53,4.34,2.81,3.15,0.4,25.18
295,-2.3,0.6,4.34,4.23,2.73,0.15,0.17
133,0.0,0.565,4.77,3.99,3.15,0.3,4.14
307,-2.3,0.6,4.34,4.23,2.73,0.45,46.66
83,-2.4,0.568,4.34,2.98,3.15,0.45,54.23
222,-2.3,0.53,4.34,2.81,3.15,0.425,41.34
118,-2.2,0.546,4.78,4.13,3.07,0.275,2.49
223,-2.3,0.53,4.34,2.81,3.15,0.45,62.42
287,-2.3,0.6,5.1,4.17,3.51,0.3,4.46
110,-2.4,0.585,4.78,3.84,3.32,0.425,30.09
16,-2.3,0.569,4.78,3.04,3.64,0.175,0.37
75,-2.4,0.568,4.34,2.98,3.15,0.25,1.67
109,-2.4,0.585,4.78,3.84,3.32,0.4,19.18
189,-2.3,0.53,5.11,3.69,3.51,0.3,2.98
267,-5.0,0.53,4.78,3.75,3.15,0.15,0.24
139,0.0,0.565,4.77,3.99,3.15,0.45,55.44
4,-2.3,0.568,4.78,3.99,3.17,0.225,1.18
96,-2.3,0.562,5.14,4.95,3.17,0.425,32.34
179,-5.0,0.565,5.1,3.94,3.51,0.4,20.91
61,-2.4,0.574,4.36,3.96,2.76,0.25,1.97
67,-2.4,0.574,4.36,3.96,2.76,0.4,21.51
150,-5.0,0.565,4.77,3.99,3.15,0.375,12.71
214,-2.3,0.53,4.34,2.81,3.15,0.225,1.01
164,0.0,0.565,5.1,3.94,3.51,0.375,14.24
286,-2.3,0.6,5.1,4.17,3.51,0.275,3.04
40,-2.3,0.565,4.78,5.35,2.76,0.425,33.14
201,-2.3,0.53,4.76,3.68,3.16,0.25,1.65
13,-2.3,0.568,4.78,3.99,3.17,0.45,49.49
107,-2.4,0.585,4.78,3.84,3.32,0.35,8.04
212,-2.3,0.53,4.34,2.81,3.15,0.175,0.35
3,-2.3,0.568,4.78,3.99,3.17,0.2,0.78
298,-2.3,0.6,4.34,4.23,2.73,0.225,1.02
125,-2.2,0.546,4.78,4.13,3.07,0.45,53.07
24,-2.3,0.569,4.78,3.04,3.64,0.375,11.99
30,-2.3,0.565,4.78,5.35,2.76,0.175,0.56
77,-2.4,0.568,4.34,2.98,3.15,0.3,3.43
284,-2.3,0.6,5.1,4.17,3.51,0.225,1.24
271,-5.0,0.53,4.78,3.75,3.15,0.25,1.85
19,-2.3,0.569,4.78,3.04,3.64,0.25,1.59
262,0.0,0.53,4.78,3.75,3.15,0.375,16.31
248,-5.0,0.6,4.78,4.24,3.15,0.375,12.49
273,-5.0,0.53,4.78,3.75,3.15,0.3,3.69
80,-2.4,0.568,4.34,2.98,3.15,0.375,11.56
51,-2.3,0.564,5.1,3.95,3.53,0.35,8.03
2,-2.3,0.568,4.78,3.99,3.17,0.175,0.47
252,0.0,0.53,4.78,3.75,3.15,0.125,0.16
104,-2.4,0.585,4.78,3.84,3.32,0.275,2.91
302,-2.3,0.6,4.34,4.23,2.73,0.325,6.0
86,-2.3,0.562,5.14,4.95,3.17,0.175,0.7
10,-2.3,0.568,4.78,3.99,3.17,0.375,11.93
208,-2.3,0.53,4.76,3.68,3.16,0.425,37.38
58,-2.4,0.574,4.36,3.96,2.76,0.175,0.65
41,-2.3,0.565,4.78,5.35,2.76,0.45,50.14
14,-2.3,0.569,4.78,3.04,3.64,0.125,0.04
155,0.0,0.565,5.1,3.94,3.51,0.15,0.26
50,-2.3,0.564,5.1,3.95,3.53,0.325,5.19
228,0.0,0.6,4.78,4.24,3.15,0.225,1.3
303,-2.3,0.6,4.34,4.23,2.73,0.35,8.47
250,-5.0,0.6,4.78,4.24,3.15,0.425,32.46
